Id,Sex,Sex Code,State,State Code,Year,Year Code,Ten-Year Age Groups,Ten-Year Age Groups Code,% of Total Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,State_Age_Combo,Year_dt,temp_sensor_readout,qc_flag_batch_3,legacy_index_offset,adjusted_pop_trend,confidence_spread_metric,Underlying_Cause,Contributing_Cause,Manner_of_Death,temporal_alignment_proxy,Target
6216,,F,South Carolina,45.0,2014.0,2014.0,5-14 years,5-14,0.0,err_525,8.29,5.36,,1.66,South Carolina_5-14 years,1970-01-01 00:00:00.000002014,1.28436079803816,-0.4684284246915629,-8,,,6797,0.0486724689827439,3,async,25.0
6217,F,F,South Carolina,45.0,2014.0,2014.0,,15-24,0.0,322250.0,,42.53,58.01,3.95,South Carolina_15-24 years,1970-01-01 00:00:00.000002014,0.0444544109378892,0.4893644455404157,32,324505.74999999994,1.3639783682106748,3622,-0.0943339555417845,2,sync,162.0
6218,F,F,South Carolina,45.0,,,25-34 years,,0.0,317447.0,,76.98,,5.24,South Carolina_25-34 years,,-1.3191476941238678,-0.0483738472178533,29,,,5362,0.0690938718746706,3,async,277.0
6219,F,F,South Carolina,45.0,,,35-44 years,35-44,0.0,303815.0,,165.9,,7.72,South Carolina_35-44 years,,1.0799885638578062,0.8055996273016316,38,,,2976,0.1137234627832282,4,async,550.0
6220,F,F,South Carolina,137.43281059153605,2039.8756739297296,2039.8756739297296,45-54 years,45-54,0.0797377299645494,2886336.4615373546,,-23602.420020844347,,-476.2331980392563,South Carolina_45-54 years,NULL_TIMESTAMP,0.7405948482685923,-0.1338203272356378,32,2943883.7673332305,,6624,-0.0115994693467039,4,pending,-29453.990927079107
6221,F,F,,45.0,2014.0,,55-64 years,55-64,0.01,err_473,,800.12,,15.74,South Carolina_55-64 years,1970-01-01 00:00:00.000002014,0.6746299834766982,1.163469282113209,13,,,6597,0.0273219178787659,4,async,2788.0
6222,F,F,South Carolina,-47.432810591536054,2039.8756739297296,1988.1243260702704,65-74 years,65-74,-0.0697377299645494,-2302972.4615373546,26321.964180793595,25523.580020844347,,512.5731980392563,South Carolina_65-74 years,NULL_TIMESTAMP,0.9059465735626144,-0.3530398553598111,-14,-2348888.7510100594,,9367,0.0343573843763718,4,async,-26924.990927079107
6223,F,F,South Carolina,45.0,2014.0,2014.0,75-84 years,75-84,0.01,122191.0,,4204.55,,59.47,South Carolina_75-84 years,1970-01-01 00:00:00.000002014,1.606475897651528,-0.5779763013271793,-36,123046.33699999998,,3922,-0.0979986675480585,1,async,5280.0
6224,F,F,South Carolina,45.0,2014.0,,85+ years,85+,0.02,,,13705.87,,160.68,South Carolina_85+ years,1970-01-01 00:00:00.000002014,0.7496737381866037,0.0130071590198064,27,,,9818,0.0641490837355345,2,pending,7614.0
6225,F,F,South Carolina,45.0,2015.0,,,,0.0,28268.0,601.39,510.98,,46.12,South Carolina_< 1 year,1970-01-01 00:00:00.000002015,0.2167426823628599,-0.4039170908210216,-47,28480.01,,3584,-0.0169695615821719,1,async,
6226,F,F,South Carolina,45.0,,2015.0,1-4 years,1-4,0.0,113555.0,21.14,13.54,31.45,4.31,South Carolina_1-4 years,,0.2693272560753341,-0.5580786254566182,-8,,2.3227474150664698,2200,0.1914749172059255,2,sync,24.0
6227,F,F,South Carolina,45.0,2015.0,2015.0,5-14 years,,0.0,303082.0,13.53,9.71,18.35,2.11,South Carolina_5-14 years,1970-01-01 00:00:00.000002015,0.7208784719388932,-0.524869441455951,-41,305355.115,1.889804325437693,8153,-0.0843816649765566,1,async,41.0
6228,F,F,South Carolina,45.0,,2015.0,15-24 years,15-24,0.0,err_567,43.8,36.57,51.03,3.69,South Carolina_15-24 years,,-1.0644085050210643,0.3813186957662415,-38,,1.395406070549631,6862,0.0373260914311081,2,async,141.0
6229,F,F,South Carolina,45.0,2015.0,2015.0,25-34 years,,0.0,324515.0,101.38,90.43,112.34,5.59,South Carolina_25-34 years,1970-01-01 00:00:00.000002015,-0.4027735354034378,0.6511998646285088,-4,326948.86250000005,1.2422868517085035,1660,-0.0666144934021483,3,pending,329.0
6230,F,F,South Carolina,45.0,,2015.0,35-44 years,,0.0,305495.0,,171.58,202.24,7.82,South Carolina_35-44 years,,-1.129498129892807,0.0945000967470998,-18,,1.178692155262851,8961,0.1316536823613733,4,pending,571.0
6231,F,,South Carolina,45.0,2015.0,,45-54 years,45-54,0.0,336038.0,410.07,388.42,,11.05,South Carolina_45-54 years,1970-01-01 00:00:00.000002015,1.6619806231160104,0.3758196037902891,23,338558.28500000003,,7176,-0.1557576342963377,4,pending,1378.0
6232,F,F,South Carolina,45.0,2015.0,2015.0,55-64 years,55-64,0.01,err_868,806.58,776.51,,15.34,South Carolina_55-64 years,NULL_TIMESTAMP,-1.7687008595990708,0.4454639998308432,45,,,1985,-0.0978270161102475,4,sync,2763.0
6233,,F,,45.0,2015.0,2015.0,65-74 years,65-74,0.01,260734.0,1562.51,1514.53,,24.48,South Carolina_65-74 years,NULL_TIMESTAMP,-2.033141324191398,-0.5307716935349706,-47,262689.505,,9677,0.089879234783577,2,pending,4074.0
6234,F,,South Carolina,45.0,,2015.0,,75-84,0.01,125955.0,,4308.43,4540.76,59.27,South Carolina_75-84 years,,1.1546295145462229,-0.7159764912961663,26,,1.0539245154267332,9146,-0.0578892313038613,1,async,5573.0
6235,F,F,South Carolina,45.0,,2015.0,85+ years,85+,0.02,55050.0,14374.21,14057.49,14690.92,161.59,South Carolina_85+ years,,-0.3538981740564177,0.176948404302213,-31,,1.0450599644744545,4282,0.0066503799741537,2,pending,7913.0
6236,F,F,South Carolina,45.0,,2016.0,< 1 year,1,0.0,28504.0,691.13,594.62,787.64,49.24,South Carolina_< 1 year,,-0.0097057542654669,-0.1814059551593438,11,,1.3246106757256737,9193,0.0105312925735096,3,pending,
6237,F,F,South Carolina,45.0,2016.0,,1-4 years,,0.0,,26.06,17.58,37.2,4.76,South Carolina_1-4 years,1970-01-01 00:00:00.000002016,-0.9607959985984836,0.1792968511156391,-16,,2.1160409556313997,8848,-0.018566310047855,3,async,
6238,F,F,South Carolina,45.0,2016.0,2016.0,,5-14,0.0,303490.0,14.17,10.25,19.08,2.16,South Carolina_5-14 years,1970-01-01 00:00:00.000002016,1.1192368612352726,0.3738879998936111,26,305917.92,1.8614634146341464,2957,-0.1184913020887596,4,pending,43.0
6239,F,F,South Carolina,45.0,2016.0,2016.0,,15-24,0.0,319198.0,,39.47,,3.84,South Carolina_15-24 years,1970-01-01 00:00:00.000002016,-0.7010681858000324,-0.3817702830280108,-13,321751.584,,5703,0.0646282573328212,3,async,
6240,F,F,South Carolina,45.0,,,25-34 years,25-34,0.0,331894.0,96.72,86.14,107.3,5.4,South Carolina_25-34 years,,-0.2912587105630734,0.2822888265949421,41,,1.2456466217785,8090,0.1840959728979739,4,pending,
6241,F,F,South Carolina,45.0,2016.0,2016.0,35-44 years,35-44,0.0,,184.2,169.01,199.39,7.75,South Carolina_35-44 years,1970-01-01 00:00:00.000002016,-1.5321241171691835,0.0280345045469484,-45,,1.1797526773563694,7162,-0.0482704302093468,4,pending,565.0
6242,F,F,South Carolina,45.0,2016.0,2016.0,45-54 years,45-54,0.0,,,394.46,,11.11,South Carolina_45-54 years,1970-01-01 00:00:00.000002016,-0.4546045553335736,-0.0885313368098347,19,,,4792,0.0792409316204286,4,async,
6243,F,F,South Carolina,45.0,,2016.0,55-64 years,55-64,0.01,350007.0,803.41,773.72,,15.15,South Carolina_55-64 years,,1.3881492821978916,-0.6298371367329627,-31,,,4795,-0.0011954051984143,3,pending,
6244,,F,South Carolina,45.0,,2016.0,65-74 years,65-74,0.01,274109.0,1597.54,1550.22,1644.86,24.14,South Carolina_65-74 years,,1.115444623413398,-0.1858647066492023,40,,1.0610493994400794,1528,0.0308235878228839,3,async,
6245,F,F,South Carolina,45.0,,2016.0,75-84 years,75-84,0.01,err_677,,4200.23,4425.26,57.41,South Carolina_75-84 years,,-1.0701855635028217,-0.8458487266660646,-6,,1.053575637524612,7028,0.0871314864222387,3,pending,5644.0
6246,F,,South Carolina,45.0,,2016.0,85+ years,85+,0.02,55963.0,,13372.25,,156.34,South Carolina_85+ years,,2.503723770573167,-0.42123173113114,22,,,3752,0.0280996774430358,1,async,
6247,F,F,South Carolina,45.0,2017.0,2017.0,,1,0.0,28162.0,479.37,398.5,560.23,41.26,South Carolina_< 1 year,1970-01-01 00:00:00.000002017,-1.0073456797233755,-0.073067557869221,-43,28401.377,1.4058469259723965,9107,0.0746704013089445,2,pending,135.0
6248,,F,South Carolina,45.0,,2017.0,1-4 years,1-4,0.0,115527.0,30.3,21.1,42.13,5.12,South Carolina_1-4 years,,1.2149974202404397,-0.6676557365369146,1,,1.9966824644549763,8823,0.1017139656517115,2,sync,35.0
6249,F,F,South Carolina,-47.432810591536054,,,5-14 years,5-14,-0.0797377299645494,-2245023.4615373546,24757.614180793596,-23983.840020844345,-25482.324394780455,489.51319803925634,South Carolina_5-14 years,,-1.4341262275292737,0.5028294606842244,-37,,1.062478917997859,3063,0.0284990077090354,2,sync,
6250,F,F,South Carolina,45.0,,2017.0,15-24 years,15-24,0.0,318704.0,52.09,44.16,,4.04,South Carolina_15-24 years,,-0.6881754887568758,0.2726788897622357,-38,,,6282,-0.0702304058524005,2,pending,
6251,F,F,South Carolina,45.0,2017.0,2017.0,25-34 years,25-34,0.0,337132.0,102.63,91.82,113.44,5.52,South Carolina_25-34 years,1970-01-01 00:00:00.000002017,1.9267677911672323,-0.4655752485032299,-44,339997.622,1.2354606839468527,5556,0.1179550497699686,4,async,346.0
6252,F,F,,45.0,,2017.0,35-44 years,35-44,0.0,309868.0,185.89,170.7,201.07,7.75,South Carolina_35-44 years,NULL_TIMESTAMP,-0.5660235075657463,0.4455056011162365,-2,,1.1779144698301114,4243,0.1108934189279181,2,async,
6253,F,F,,137.43281059153605,1991.1243260702704,,,45-54,-0.0797377299645494,,,24373.600020844347,,-476.4331980392563,South Carolina_45-54 years,NULL_TIMESTAMP,-0.8245556738851962,0.2841953444488236,-1,,,7737,0.1069574731186962,1,sync,32188.990927079107
6254,,F,South Carolina,45.0,,2017.0,55-64 years,55-64,0.01,354870.0,827.06,797.14,,15.27,South Carolina_55-64 years,,-0.2866599317721126,0.7615674552615248,-4,,,3991,0.0631803225617232,4,async,
6255,F,F,South Carolina,45.0,2017.0,2017.0,65-74 years,65-74,0.01,286151.0,1514.93,1469.84,1560.03,23.01,South Carolina_65-74 years,1970-01-01 00:00:00.000002017,-2.0706526135774346,-0.4025795534961392,49,288583.28349999996,1.0613604201817886,5509,-0.1061822282968876,4,sync,
6256,F,F,South Carolina,45.0,2017.0,,75-84 years,,0.01,137094.0,4248.18,4139.07,4357.29,55.67,South Carolina_75-84 years,1970-01-01 00:00:00.000002017,-1.3083104291018204,0.2202654585132489,48,138259.299,1.052721988272728,1110,-0.0452595523410422,1,pending,
6257,F,F,South Carolina,45.0,2017.0,,85+ years,85+,0.02,err_551,,13482.72,,155.85,South Carolina_85+ years,1970-01-01 00:00:00.000002017,0.6344136489769044,-0.5236923120872523,-46,,,1671,-0.0550172386942558,3,async,7827.0
6258,F,F,South Carolina,45.0,2018.0,2018.0,< 1 year,1,0.0,27355.0,694.57,595.81,793.33,50.39,South Carolina_< 1 year,1970-01-01 00:00:00.000002018,-1.864104047274775,-1.2917308690722318,-20,27601.194999999996,1.3315150803108375,3886,-0.0343058039191274,2,async,190.0
6259,,F,South Carolina,45.0,2018.0,2018.0,1-4 years,1-4,0.0,115792.0,20.73,13.28,30.84,4.23,South Carolina_1-4 years,1970-01-01 00:00:00.000002018,-0.4699476136400314,-0.1928503424957665,-40,116834.12799999998,2.322289156626506,4903,-0.0111976683885592,1,async,24.0
6260,F,,South Carolina,45.0,2018.0,2018.0,5-14 years,5-14,0.0,308307.0,14.27,10.37,19.16,2.15,South Carolina_5-14 years,1970-01-01 00:00:00.000002018,1.3995853026396576,-0.1254859825509154,-19,311081.763,1.8476374156219864,3783,0.1672310186854704,3,sync,44.0
6261,F,F,South Carolina,45.0,2018.0,,15-24 years,15-24,0.0,319167.0,,45.84,61.94,4.11,South Carolina_15-24 years,1970-01-01 00:00:00.000002018,-1.229533942594367,-0.3223456895909548,-39,322039.50299999997,1.351221640488656,3735,-0.0137664853980053,3,async,172.0
6262,F,,South Carolina,45.0,2018.0,2018.0,25-34 years,,0.0,341221.0,99.64,89.05,110.23,5.4,South Carolina_25-34 years,1970-01-01 00:00:00.000002018,0.3471232644320577,0.1178291172429022,14,344291.98899999994,1.2378439079169008,7947,-0.0089196828781087,3,pending,340.0
6263,F,F,,45.0,2018.0,,35-44 years,35-44,0.0,314223.0,195.72,180.25,211.19,7.89,South Carolina_35-44 years,NULL_TIMESTAMP,-0.0182443583148613,0.121189408221937,31,317051.007,1.1716504854368932,6645,-0.0160171440868889,3,pending,
6264,,F,South Carolina,45.0,2018.0,,,45-54,0.0,334729.0,379.11,358.25,399.97,10.64,South Carolina_45-54 years,1970-01-01 00:00:00.000002018,0.768664554740786,-1.1418843478463,-13,337741.561,1.1164549895324496,3134,-0.0543852088810584,4,sync,
6265,F,F,South Carolina,45.0,,,55-64 years,55-64,0.01,360303.0,,787.03,846.04,15.05,South Carolina_55-64 years,,1.5223545779548997,0.0433208564220223,21,,1.07497808215697,9987,-0.1649599518086199,2,pending,2942.0
6266,F,F,South Carolina,45.0,2018.0,2018.0,65-74 years,65-74,0.01,295984.0,1561.91,1516.88,,22.97,South Carolina_65-74 years,1970-01-01 00:00:00.000002018,-1.1538692334313752,0.5734930073246589,-33,298647.85599999997,,3966,-0.0347328497718807,3,sync,4623.0
6267,F,F,South Carolina,45.0,2018.0,2018.0,75-84 years,75-84,0.01,145733.0,4099.96,3996.0,,53.04,South Carolina_75-84 years,1970-01-01 00:00:00.000002018,-0.3677535155791,0.2079829693436816,28,147044.59699999998,,2889,0.1724866814279806,2,pending,5975.0
6268,,F,,45.0,2018.0,,85+ years,85+,0.02,err_820,14016.93,13712.2,14321.67,155.48,South Carolina_85+ years,1970-01-01 00:00:00.000002018,-0.1823724514753977,0.3697535573805891,-27,,1.044447280523913,4438,0.0921485858597551,4,pending,8128.0
6269,F,F,South Carolina,45.0,2019.0,2019.0,< 1 year,1,0.0,err_267,594.74,503.43,686.04,46.58,South Carolina_< 1 year,1970-01-01 00:00:00.000002019,0.6705202289397275,0.5502705087015679,-3,,1.362731660806865,2581,0.0760837729811809,4,sync,
6270,F,F,South Carolina,45.0,2019.0,2019.0,1-4 years,1-4,0.0,115628.0,,21.81,43.1,5.19,South Carolina_1-4 years,NULL_TIMESTAMP,-2.171623831689785,-0.7700512346546883,-19,116726.466,1.976157725813847,7668,-0.0722146151877195,4,pending,
6271,F,F,South Carolina,45.0,2019.0,2019.0,5-14 years,5-14,0.0,err_990,11.28,7.86,15.69,1.91,South Carolina_5-14 years,1970-01-01 00:00:00.000002019,1.1874324687994935,0.1795080954342461,-44,,1.99618320610687,5357,0.0097796977313338,2,pending,
6272,F,F,South Carolina,45.0,2019.0,,,15-24,0.0,319094.0,,44.69,60.61,4.06,South Carolina_15-24 years,1970-01-01 00:00:00.000002019,1.0037490483605895,-0.6577364452185545,9,322125.39300000004,1.356231819198926,7857,-0.0838061503945547,1,async,
6273,F,F,South Carolina,45.0,2019.0,,25-34 years,25-34,0.0,345993.0,,86.18,106.89,5.28,South Carolina_25-34 years,1970-01-01 00:00:00.000002019,0.1653022478792117,-0.0917583167648448,-43,349279.93350000004,1.2403109770248315,8015,-0.0167764435923603,4,async,
6274,F,F,South Carolina,45.0,2019.0,,35-44 years,35-44,0.0,319094.0,,173.59,203.73,7.69,South Carolina_35-44 years,1970-01-01 00:00:00.000002019,0.1899908894715152,-0.4357300329628159,-7,322125.39300000004,1.1736275131055935,4647,-0.1313103911927513,1,pending,
6275,F,F,South Carolina,-47.432810591536054,2044.8756739297296,,45-54 years,45-54,0.0797377299645494,2882864.4615373546,-24360.524180793596,-23632.630020844343,-25097.864394780456,-476.6031980392563,South Carolina_45-54 years,1970-01-01 00:00:00.000002044,-1.3781737507656866,-0.7904610818882805,-41,2947549.7043171325,1.0620004786874653,1555,-0.133371679713545,4,sync,-29570.990927079107
6276,F,F,South Carolina,45.0,2019.0,2019.0,55-64 years,55-64,0.01,err_663,806.71,777.6,835.82,14.85,South Carolina_55-64 years,1970-01-01 00:00:00.000002019,-2.4352652767569145,0.6928723370186043,11,,1.0748713991769547,4068,0.0272771766315253,1,async,
6277,,F,South Carolina,45.0,,2019.0,65-74 years,65-74,0.01,308489.0,1494.7,1451.56,1537.85,22.01,South Carolina_65-74 years,,-0.3151362533666257,0.167085069588963,-29,,1.0594463887128331,8767,0.0353701834222354,2,async,4611.0
6278,F,F,,45.0,,2019.0,75-84 years,75-84,0.02,152896.0,4074.01,3972.84,4175.19,51.62,South Carolina_75-84 years,,-1.6239610137328029,0.0754104862341776,-11,,1.0509333373606788,8343,0.0127030883626926,1,sync,
6279,F,F,South Carolina,45.0,,2019.0,85+ years,85+,0.02,58999.0,,13156.81,13748.73,151.0,South Carolina_85+ years,,-0.0562102717487498,0.3204532865606865,-12,,1.0449896289450102,6117,0.1028157630725396,1,async,
6280,F,F,South Carolina,45.0,2020.0,,< 1 year,,0.0,27576.0,576.59,486.96,666.21,45.73,South Carolina_< 1 year,1970-01-01 00:00:00.000002020,0.4719722522959373,-0.2898501776133398,-4,27851.76,1.3681000492853623,7490,0.0181570124340505,4,pending,159.0
6281,F,F,South Carolina,45.0,2020.0,2020.0,1-4 years,1-4,0.0,err_40,,13.38,,4.26,South Carolina_1-4 years,1970-01-01 00:00:00.000002020,1.2883317279842152,-0.8656065482056533,-47,,,3168,-0.0233323139429324,2,pending,
6282,F,,South Carolina,45.0,2020.0,,5-14 years,5-14,0.0,312814.0,14.07,10.22,,2.12,South Carolina_5-14 years,1970-01-01 00:00:00.000002020,-0.0430188620647014,0.2354119529859498,9,315942.14,,1044,0.0156692201871478,2,pending,44.0
6283,F,F,South Carolina,45.0,2020.0,,15-24 years,,0.0,321594.0,59.39,50.97,67.81,4.3,South Carolina_15-24 years,1970-01-01 00:00:00.000002020,-1.0390050670486553,-0.8354220626691587,42,324809.94,1.3303904257406318,3344,-0.0189287951431951,3,sync,191.0
6284,F,F,South Carolina,45.0,,2020.0,25-34 years,25-34,0.0,349803.0,128.07,116.21,,6.05,South Carolina_25-34 years,,0.3937592734472506,-0.074123505822717,-8,,,7964,-0.04646155599606,4,async,448.0
6285,F,F,South Carolina,45.0,,,35-44 years,35-44,0.0,324893.0,243.77,226.79,260.75,8.66,South Carolina_35-44 years,,1.2901435031869974,-0.4084840393148808,-24,,1.1497420521187,9044,-0.0711363165137804,2,pending,792.0
6286,F,F,South Carolina,45.0,,,45-54 years,45-54,0.0,330760.0,,423.48,,11.62,South Carolina_45-54 years,NULL_TIMESTAMP,0.6660011431530294,0.0145982321973715,16,,,5806,0.0418354585502057,3,sync,1476.0
6287,F,F,South Carolina,45.0,2020.0,2020.0,55-64 years,55-64,0.01,369890.0,,920.73,983.62,16.04,South Carolina_55-64 years,NULL_TIMESTAMP,1.217282518052104,-0.2251416324704496,-30,373588.9,1.0683044975182736,5903,-0.0469983974568472,1,pending,
6288,F,F,South Carolina,45.0,2020.0,2020.0,65-74 years,,0.01,321507.0,1750.51,1704.77,,23.33,South Carolina_65-74 years,1970-01-01 00:00:00.000002020,-0.3044472062658345,-0.2527321935267494,20,324722.07,,8363,-0.1213636673948675,2,pending,5628.0
6289,F,F,South Carolina,45.0,2020.0,,75-84 years,75-84,0.02,160516.0,4513.57,4409.63,,53.03,South Carolina_75-84 years,NULL_TIMESTAMP,-0.1956732491788756,0.1823958797852032,22,162121.16,,3434,0.0950431994803009,3,pending,7245.0
6290,F,F,South Carolina,45.0,2020.0,2020.0,85+ years,,0.02,60356.0,15592.48,15277.45,,160.73,South Carolina_85+ years,NULL_TIMESTAMP,-2.4207298882019233,-0.4744749634411271,20,60959.56,,5617,0.0420538359715688,1,pending,
6291,F,F,South Dakota,46.0,2006.0,2006.0,< 1 year,1,0.0,,,365.69,773.75,98.96,South Dakota_< 1 year,1970-01-01 00:00:00.000002006,-0.2458424949654107,-0.3866704057157491,-37,,2.115863162788154,6325,0.0016965811579442,1,sync,
6292,F,F,South Dakota,138.43281059153605,,1980.1243260702704,15-24 years,15-24,-0.0797377299645494,2608908.4615373546,24782.964180793595,24019.480020844345,-25442.004394780455,-479.0631980392563,South Dakota_15-24 years,,1.6226818045708902,-0.6632246773852838,29,,-1.0592237788953645,9558,-0.0291645369004515,3,sync,
6293,F,F,South Dakota,46.0,2006.0,2006.0,25-34 years,25-34,0.0,err_4,,50.37,102.76,12.74,South Dakota_25-34 years,1970-01-01 00:00:00.000002006,-1.773918982585768,-1.551505882111364,-16,,2.0401032360532065,6408,0.0201846729850194,1,sync,33.0
6294,F,F,South Dakota,46.0,2006.0,,35-44 years,35-44,0.0,49493.0,,115.61,185.45,17.26,South Dakota_35-44 years,1970-01-01 00:00:00.000002006,0.7646229064967346,-0.2323541060223155,28,49641.47899999999,1.6040999913502292,4411,-0.0843316595470659,1,pending,73.0
6295,F,F,,46.0,2006.0,2006.0,,45-54,0.0,,,225.78,310.8,21.69,South Dakota_45-54 years,1970-01-01 00:00:00.000002006,0.9077469061123772,0.3065606523128801,-48,,1.376561254318363,6205,0.0587182181736735,1,sync,153.0
6296,F,F,South Dakota,46.0,2006.0,,,55-64,0.0,40899.0,635.71,558.44,712.99,39.43,South Dakota_55-64 years,1970-01-01 00:00:00.000002006,2.5854807487003133,-0.0338509399055968,36,41021.69699999999,1.276753097915622,8168,-0.0409105022829063,1,sync,
6297,F,F,South Dakota,46.0,,,65-74 years,65-74,0.0,err_867,,1317.41,1601.72,72.53,South Dakota_65-74 years,,-1.8739050422074417,0.8556691514156032,-49,,1.2158098086396794,5902,-0.1075679795133539,4,sync,
6298,F,F,South Dakota,46.0,2006.0,2006.0,75-84 years,75-84,0.0,23001.0,3786.79,3535.3,,128.31,South Dakota_75-84 years,NULL_TIMESTAMP,1.492189218167703,0.08724686331883,-18,23070.002999999997,,9670,-0.0509167632433362,3,pending,
6299,F,F,,46.0,,2006.0,85+ years,,0.0,12310.0,,12923.47,,332.07,South Dakota_85+ years,,0.4764692495615701,-0.1094357109423472,-4,,,5510,0.064821510943028,4,async,
6300,F,F,South Dakota,-46.432810591536054,2032.8756739297296,,< 1 year,1,0.0797377299645494,2556769.4615373546,25334.534180793595,24403.790020844343,-24675.334394780453,588.7531980392563,South Dakota_< 1 year,1970-01-01 00:00:00.000002032,0.0727096634173273,0.2921336146103566,-32,2598797.221102851,-1.0111271394199086,7300,0.09700507592139,1,sync,
6301,F,F,South Dakota,46.0,2007.0,2007.0,,15-24,0.0,57059.0,54.33,36.91,,9.76,South Dakota_15-24 years,1970-01-01 00:00:00.000002007,1.0367382658967566,0.0465652538173444,-4,57258.7065,,3134,-0.027842844289326,2,sync,31.0
6302,F,F,South Dakota,46.0,,2007.0,25-34 years,25-34,0.0,,,43.07,91.13,11.66,South Dakota_25-34 years,NULL_TIMESTAMP,-0.1594738135774115,-0.0099856054209262,19,,2.1158579057348503,8425,0.0025755214115485,4,async,30.0
